Hitter,Swing,Pitcher,Pitch,Result,Diff,Inning,Outs,Home Score,Away Score,OBC,Batter WPA,Pitcher WPA,RBI,Run,Result at neutral park,Game ID,Inning ID,Session,Batter Team,Pitcher Team,Season,bruh
Mylo Grams,320,Cy Hadd,323,HR,,,1,,,1,,,,,,1029,10341,,,,1,
Chad Barrett,234,Cy Hadd,525,K,,,2,,,0,,,,,,1029,10341,,,,1,
Cambo Dia,58,Hudson Hildebrandt,187,1B,,,0,,,0,,,,,,1029,10342,,,,1,
Lefty Schweez,462,Hudson Hildebrandt,872,DP,,,0,,,1,,,,,,1029,10342,,,,1,
Conrad Love,1,Hudson Hildebrandt,699,K,,,2,,,0,,,,,,1029,10342,,,,1,
Larry Wayne,925,Cy Hadd,470,LGO,,,0,,,0,,,,,,1029,10343,,,,1,
Rusty LaRue,675,Cy Hadd,410,FO,,,1,,,0,,,,,,1029,10343,,,,1,
Herrera O'Doubles,640,Cy Hadd,125,LGO,,,2,,,0,,,,,,1029,10343,,,,1,
Hunter Tuzero,450,Hudson Hildebrandt,670,FO,,,0,,,0,,,,,,1029,10344,,,,1,
Cy Hadd,799,Hudson Hildebrandt,305,LGO,,,1,,,0,,,,,,1029,10344,,,,1,
Kyle Mack,696,Hudson Hildebrandt,672,2B,,,2,,,0,,,,,,1029,10344,,,,1,
Ross Fire,870,Hudson Hildebrandt,404,LGO,,,2,,,2,,,,,,1029,10344,,,,1,
Osmosis Jones,202,Cy Hadd,882,K,,,0,,,0,,,,,,1029,10345,,,,1,
Timothy Moyer,633,Cy Hadd,621,HR,,,1,,,0,,,,,,1029,10345,,,,1,
Gene Hennig,333,Oliver Yu,617,K,,,1,,,0,,,,,,1029,10345,,,,1,
Mylo Grams,800,Oliver Yu,765,2B,,,2,,,0,,,,,,1029,10345,,,,1,
Bo Kinsella,847,Oliver Yu,77,FO,,,2,,,2,,,,,,1029,10345,,,,1,
KC Bats,551,Hudson Hildebrandt,535,3B,,,0,,,0,,,,,,1029,10346,,,,1,
Jay Lupp,428,Hudson Hildebrandt,220,FO,,,0,,,3,,,,,,1029,10346,,,,1,
Cambo Dia,1,Hudson Hildebrandt,189,FO,,,1,,,3,,,,,,1029,10346,,,,1,
Conrad Love,500,Hudson Hildebrandt,720,FO,,,2,,,1,,,,,,1029,10346,,,,1,
Lefty Schweez,733,Hudson Hildebrandt,809,1B,,,2,,,3,,,,,,1029,10346,,,,1,
Chad Barrett,430,Oliver Yu,320,1B,,,0,,,0,,,,,,1029,10347,,,,1,
Larry Wayne,33,Oliver Yu,471,DP,,,0,,,1,,,,,,1029,10347,,,,1,
Rusty LaRue,553,Oliver Yu,519,2B,,,2,,,0,,,,,,1029,10347,,,,1,
Herrera O'Doubles,12,Oliver Yu,645,PO,,,2,,,2,,,,,,1029,10347,,,,1,
Hunter Tuzero,670,Hudson Hildebrandt,287,LGO,,,0,,,0,,,,,,1029,10348,,,,1,
Oliver Yu,620,Hudson Hildebrandt,882,K,,,1,,,0,,,,,,1029,10348,,,,1,
Kyle Mack,543,Hudson Hildebrandt,401,BB,,,2,,,0,,,,,,1029,10348,,,,1,
Kyle Mack,220,Hudson Hildebrandt,872,CS,,,2,,,1,,,,,,1029,10348,,,,1,
Osmosis Jones,630,Oliver Yu,671,2B,,,0,,,0,,,,,,1029,10349,,,,1,
Timothy Moyer,,Oliver Yu,,IBB,,,0,,,2,,,,,,1029,10349,,,,1,
Gene Hennig,764,Oliver Yu,88,K,,,0,,,4,,,,,,1029,10349,,,,1,
Mylo Grams,486,Oliver Yu,97,DP,,,1,,,4,,,,,,1029,10349,,,,1,
Ross Fire,220,Hudson Hildebrandt,200,2B,,,0,,,0,,,,,,1029,10350,,,,1,
Lefty Schweez,316,Jay Bedia,897,LGO,,,0,,,0,,,,,,1029,10350,,,,1,
KC Bats,,Hudson Hildebrandt,,IBB,,,0,,,2,,,,,,1029,10350,,,,1,
Jay Lupp,210,Hudson Hildebrandt,242,2B,,,0,,,4,,,,,,1029,10350,,,,1,
Cambo Dia,250,Hudson Hildebrandt,250,HR,,,0,,,6,,,,,,1029,10350,,,,1,
Conrad Love,1000,Jay Bedia,934,1B,,,1,,,0,,,,,,1029,10350,,,,1,
Oliver Yu,330,Jay Bedia,78,FO,,,1,,,0,,,,,,1029,10350,,,,1,
Hunter Tuzero,720,Jay Bedia,747,HR,,,1,,,1,,,,,,1029,10350,,,,1,
Kyle Mack,433,Jay Bedia,666,FO,,,2,,,0,,,,,,1029,10350,,,,1,
Bo Kinsella,315,Oliver Yu,753,LGO,,,0,,,0,,,,,,1029,10351,,,,1,
Chad Barrett,812,Oliver Yu,348,LGO,,,1,,,0,,,,,,1029,10351,,,,1,
Larry Wayne,455,Oliver Yu,656,FO,,,2,,,0,,,,,,1029,10351,,,,1,
Will Power,630,Tim Burr,285,LGO,,,0,,,0,,,,,,1030,10352,,,,1,
Rico Veringhipster,808,Tim Burr,357,LGO,,,1,,,0,,,,,,1030,10352,,,,1,
Brent Royal,473,Tim Burr,139,K,,,2,,,0,,,,,,1030,10352,,,,1,
Dark Bobman,800,Einhorn,786,HR,,,0,,,0,,,,,,1030,10353,,,,1,
Twinkie Power,202,Einhorn,326,1B,,,0,,,0,,,,,,1030,10353,,,,1,
"Jake ""JP"" Panik",420,Einhorn,607,FO,,,0,,,1,,,,,,1030,10353,,,,1,
Mike Cal,153,Einhorn,240,1B,,,1,,,1,,,,,,1030,10353,,,,1,
C.W. Mitzel,369,Einhorn,502,1B,,,1,,,4,,,,,,1030,10353,,,,1,
Miguel Snow,760,Einhorn,447,K,,,1,,,7,,,,,,1030,10353,,,,1,
Jack Marnette,391,Einhorn,680,FO,,,2,,,7,,,,,,1030,10353,,,,1,
Garrett Ipnov,894,Tim Burr,605,K,,,0,,,0,,,,,,1030,10354,,,,1,
Garren Smudge,787,Tim Burr,484,K,,,1,,,0,,,,,,1030,10354,,,,1,
Assassin Panda,518,Tim Burr,951,LGO,,,2,,,0,,,,,,1030,10354,,,,1,
Travis Hanky,455,Einhorn,680,FO,,,0,,,0,,,,,,1030,10355,,,,1,
Pete WheelerS2,300,Einhorn,975,K,,,1,,,0,,,,,,1030,10355,,,,1,
Dark Bobman,180,Einhorn,148,2B,,,2,,,0,,,,,,1030,10355,,,,1,
Twinkie Power,404,Einhorn,209,FO,,,2,,,2,,,,,,1030,10355,,,,1,
Obi-Wan Canoli,,Tim Burr,,Auto K,,,0,,,0,,,,,,1030,10356,,,,1,
Tsar Zaar,329,Tim Burr,207,1B,,,1,,,0,,,,,,1030,10356,,,,1,
Trey Rangers,881,Tim Burr,345,DP,,,1,,,1,,,,,,1030,10356,,,,1,
"Jake ""JP"" Panik",780,Einhorn,260,LGO,,,0,,,0,,,,,,1030,10357,,,,1,
Mike Cal,69,Einhorn,973,1B,,,1,,,0,,,,,,1030,10357,,,,1,
C.W. Mitzel,666,Einhorn,374,FO,,,1,,,1,,,,,,1030,10357,,,,1,
Miguel Snow,420,Einhorn,101,K,,,2,,,1,,,,,,1030,10357,,,,1,
Will Power,,Tim Burr,,Auto K,,,0,,,0,,,,,,1030,10358,,,,1,
Rico Veringhipster,440,Hudson Quin,360,1B,,,1,,,0,,,,,,1030,10358,,,,1,
Brent Royal,212,Hudson Quin,541,K,,,1,,,1,,,,,,1030,10358,,,,1,
Garrett Ipnov,7,Hudson Quin,410,LGO,,,2,,,1,,,,,,1030,10358,,,,1,
Jack Marnette,516,Einhorn,274,FO,,,0,,,0,,,,,,1030,10359,,,,1,
Travis Hanky,350,Einhorn,289,2B,,,1,,,0,,,,,,1030,10359,,,,1,
Pete WheelerS2,300,Einhorn,439,BB,,,1,,,2,,,,,,1030,10359,,,,1,
Dark Bobman,1,Einhorn,516,DP,,,1,,,4,,,,,,1030,10359,,,,1,
Garren Smudge,418,Hudson Quin,901,LGO,,,0,,,0,,,,,,1030,10360,,,,1,
Assassin Panda,545,Hudson Quin,349,FO,,,1,,,0,,,,,,1030,10360,,,,1,
S.K. Brettbug,800,Hudson Quin,63,FO,,,2,,,0,,,,,,1030,10360,,,,1,
Twinkie Power,837,Einhorn,204,K,,,0,,,0,,,,,,1030,10361,,,,1,
"Jake ""JP"" Panik",149,Einhorn,52,1B,,,1,,,0,,,,,,1030,10361,,,,1,
Mike Cal,380,Einhorn,864,DP,,,1,,,1,,,,,,1030,10361,,,,1,
Tsar Zaar,816,Hudson Quin,658,1B,,,0,,,0,,,,,,1030,10362,,,,1,
Trey Rangers,682,Hudson Quin,183,DP,,,0,,,1,,,,,,1030,10362,,,,1,
Will Power,933,Hudson Quin,542,K,,,2,,,0,,,,,,1030,10362,,,,1,
Whit Merto,317,Cal Tiberius Jr.,432,1B,,,0,,,0,,,,,,1031,10363,,,,1,
Clipper Charge,420,Cal Tiberius Jr.,115,K,,,0,,,1,,,,,,1031,10363,,,,1,
Randy Nummer,305,Cal Tiberius Jr.,211,1B,,,1,,,1,,,,,,1031,10363,,,,1,
Sam Smith,802,Cal Tiberius Jr.,405,DP,,,1,,,4,,,,,,1031,10363,,,,1,
H.B. Boink,211,Rob Pancakes,69,1B,,,0,,,0,,,,,,1031,10364,,,,1,
Jake Blee,862,Rob Pancakes,311,DP,,,0,,,1,,,,,,1031,10364,,,,1,
C.J. Bastian,412,Rob Pancakes,811,K,,,2,,,0,,,,,,1031,10364,,,,1,
Bernie Petrol,223,Cal Tiberius Jr.,320,1B,,,0,,,0,,,,,,1031,10365,,,,1,
Indy Sayne,420,Cal Tiberius Jr.,631,FO,,,0,,,1,,,,,,1031,10365,,,,1,
Meerkat Timmons,654,Cal Tiberius Jr.,754,1B,,,1,,,0,,,,,,1031,10365,,,,1,
Ludd Van Shark,823,Cal Tiberius Jr.,861,2B,,,1,,,1,,,,,,1031,10365,,,,1,
Whit Merto,956,Cal Tiberius Jr.,421,DP,,,1,,,1,,,,,,1031,10365,,,,1,
Johnny Dickshot,347,Cal Tiberius Jr.,345,HR,,,1,,,6,,,,,,1031,10365,,,,1,
Charles Lindberg,118,Rob Pancakes,683,PO,,,0,,,0,,,,,,1031,10366,,,,1,
Y.E. Wally,22,Rob Pancakes,944,1B,,,1,,,0,,,,,,1031,10366,,,,1,
Forrest Gleeson,505,Rob Pancakes,295,FO,,,1,,,1,,,,,,1031,10366,,,,1,
Phil Coulson,587,Rob Pancakes,731,BB,,,2,,,1,,,,,,1031,10366,,,,1,
Sadler Oriole,500,Rob Pancakes,1,LGO,,,2,,,4,,,,,,1031,10366,,,,1,
Clipper Charge,366,Cal Tiberius Jr.,644,K,,,0,,,0,,,,,,1031,10367,,,,1,
Randy Nummer,911,Cal Tiberius Jr.,752,BB,,,1,,,0,,,,,,1031,10367,,,,1,
Sam Smith,380,Cal Tiberius Jr.,856,DP,,,1,,,1,,,,,,1031,10367,,,,1,
Gil Metz,7,Rob Pancakes,657,K,,,0,,,0,,,,,,1031,10368,,,,1,
H.B. Boink,982,Rob Pancakes,294,K,,,1,,,0,,,,,,1031,10368,,,,1,
Jake Blee,889,Rob Pancakes,682,FO,,,2,,,0,,,,,,1031,10368,,,,1,
Bernie Petrol,612,Cal Tiberius Jr.,925,K,,,0,,,0,,,,,,1031,10369,,,,1,
Indy Sayne,2,Cal Tiberius Jr.,123,1B,,,1,,,0,,,,,,1031,10369,,,,1,
Ludd Van Shark,19,Cal Tiberius Jr.,204,FO,,,1,,,1,,,,,,1031,10369,,,,1,
Johnny Dickshot,345,Cal Tiberius Jr.,610,FO,,,2,,,1,,,,,,1031,10369,,,,1,
C.J. Bastian,995,Rob Pancakes,933,1B,,,0,,,0,,,,,,1031,10370,,,,1,
Charles Lindberg,208,Rob Pancakes,377,FO,,,0,,,1,,,,,,1031,10370,,,,1,
Y.E. Wally,109,Rob Pancakes,222,BB,,,1,,,1,,,,,,1031,10370,,,,1,
Forrest Gleeson,101,Rob Pancakes,395,FO,,,1,,,4,,,,,,1031,10370,,,,1,
Phil Coulson,874,Rob Pancakes,2,1B,,,2,,,4,,,,,,1031,10370,,,,1,
Sadler Oriole,800,Rob Pancakes,672,1B,,,2,,,5,,,,,,1031,10370,,,,1,
Gil Metz,666,Rob Pancakes,777,1B,,,2,,,5,,,,,,1031,10370,,,,1,
H.B. Boink,295,Rob Pancakes,111,BB,,,2,,,5,,,,,,1031,10370,,,,1,
Jake Blee,322,Rob Pancakes,111,FO,,,2,,,7,,,,,,1031,10370,,,,1,
Meerkat Timmons,713,Cal Tiberius Jr.,224,LGO,,,0,,,0,,,,,,1031,10371,,,,1,
Whit Merto,402,Cal Tiberius Jr.,836,LGO,,,1,,,0,,,,,,1031,10371,,,,1,
Clipper Charge,720,Cal Tiberius Jr.,462,FO,,,2,,,0,,,,,,1031,10371,,,,1,
C.J. Bastian,249,Rob Pancakes,999,FO,,,0,,,0,,,,,,1031,10372,,,,1,
Charles Lindberg,331,Rob Pancakes,831,LGO,,,1,,,0,,,,,,1031,10372,,,,1,
Y.E. Wally,705,Rob Pancakes,331,K,,,2,,,0,,,,,,1031,10372,,,,1,
Randy Nummer,115,Cal Tiberius Jr.,925,FO,,,0,,,0,,,,,,1031,10373,,,,1,
Sam Smith,214,Cal Tiberius Jr.,654,LGO,,,1,,,0,,,,,,1031,10373,,,,1,
Bernie Petrol,115,Cal Tiberius Jr.,1,1B,,,2,,,0,,,,,,1031,10373,,,,1,
Indy Sayne,630,Cal Tiberius Jr.,47,LGO,,,2,,,1,,,,,,1031,10373,,,,1,
Forrest Gleeson,653,Rob Pancakes,600,2B,,,0,,,0,,,,,,1031,10374,,,,1,
Phil Coulson,,Rob Pancakes,,IBB,,,0,,,2,,,,,,1031,10374,,,,1,
Sadler Oriole,450,Rob Pancakes,839,PO,,,0,,,4,,,,,,1031,10374,,,,1,
Gil Metz,520,Rob Pancakes,412,1B,,,1,,,4,,,,,,1031,10374,,,,1,
H.B. Boink,272,Rob Pancakes,133,1B,,,1,,,7,,,,,,1031,10374,,,,1,
S.K. Brettbug,273,Big Tuna,900,PO,,,0,,,0,,,,,,1032,10375,,,,1,
Rico Veringhipster,607,Big Tuna,712,1B,,,1,,,7,,,,,,1032,10375,,,,1,
Brent Royal,364,Big Tuna,25,K,,,1,,,7,,,,,,1032,10375,,,,1,
Trey Rangers,273,Big Tuna,90,FO,,,2,,,0,,,,,,1032,10375,,,,1,
Assassin Panda,96,Big Tuna,122,HR,,,2,,,1,,,,,,1032,10375,,,,1,
Garren Smudge,492,Big Tuna,363,1B,,,2,,,2,,,,,,1032,10375,,,,1,
Tsar Zaar,211,Big Tuna,377,BB,,,2,,,7,,,,,,1032,10375,,,,1,
Will Power,812,Big Tuna,854,2B,,,2,,,7,,,,,,1032,10375,,,,1,
BB Bambino Jr.,783,Syd Kidd,736,1B,,,0,,,0,,,,,,1032,10376,,,,1,
Mason Spurs,,Syd Kidd,42,FO,,,0,,,1,,,,,,1032,10376,,,,1,
King Fielder,324,Syd Kidd,208,BB,,,1,,,1,,,,,,1032,10376,,,,1,
Otis Nixon Sr.,115,Syd Kidd,666,DP,,,1,,,4,,,,,,1032,10376,,,,1,
Garrett Ipnov,171,Big Tuna,622,LGO,,,0,,,0,,,,,,1032,10377,,,,1,
S.K. Brettbug,400,Big Tuna,888,LGO,,,1,,,0,,,,,,1032,10377,,,,1,
Rico Veringhipster,147,Big Tuna,146,HR,,,2,,,0,,,,,,1032,10377,,,,1,
Brent Royal,786,Big Tuna,1,FO,,,2,,,0,,,,,,1032,10377,,,,1,
Morris Deratt,900,Syd Kidd,532,K,,,0,,,0,,,,,,1032,10378,,,,1,
Merodach Baladan,873,Syd Kidd,774,1B,,,1,,,0,,,,,,1032,10378,,,,1,
Martin Barnar,654,Syd Kidd,495,FO,,,1,,,1,,,,,,1032,10378,,,,1,
Sevag Vapor,133,Syd Kidd,2,1B,,,2,,,1,,,,,,1032,10378,,,,1,
Lightning Balls,313,Syd Kidd,608,K,,,2,,,5,,,,,,1032,10378,,,,1,
Tsar Zaar,667,Big Tuna,710,2B,,,0,,,0,,,,,,1032,10379,,,,1,
Will Power,275,Big Tuna,590,K,,,0,,,2,,,,,,1032,10379,,,,1,
Trey Rangers,798,Big Tuna,241,LGO,,,1,,,0,,,,,,1032,10379,,,,1,
Garren Smudge,99,Big Tuna,23,1B,,,1,,,2,,,,,,1032,10379,,,,1,
Assassin Panda,76,Big Tuna,76,HR,,,1,,,5,,,,,,1032,10379,,,,1,
Garrett Ipnov,894,Big Tuna,869,2B,,,2,,,0,,,,,,1032,10379,,,,1,
S.K. Brettbug,239,Big Tuna,699,LGO,,,2,,,2,,,,,,1032,10379,,,,1,
BB Bambino Jr.,89,Syd Kidd,373,FO,,,0,,,0,,,,,,1032,10380,,,,1,
Mason Spurs,,Syd Kidd,239,LGO,,,1,,,0,,,,,,1032,10380,,,,1,
King Fielder,834,Syd Kidd,435,K,,,2,,,0,,,,,,1032,10380,,,,1,
Rico Veringhipster,713,Big Tuna,470,FO,,,0,,,0,,,,,,1032,10381,,,,1,
Brent Royal,184,Big Tuna,210,HR,,,1,,,0,,,,,,1032,10381,,,,1,
Tsar Zaar,937,Big Tuna,210,FO,,,1,,,0,,,,,,1032,10381,,,,1,
Will Power,420,Big Tuna,919,LGO,,,2,,,0,,,,,,1032,10381,,,,1,
Otis Nixon Sr.,800,Syd Kidd,460,K,,,0,,,0,,,,,,1032,10382,,,,1,
Morris Deratt,696,Syd Kidd,704,HR,,,1,,,0,,,,,,1032,10382,,,,1,
Merodach Baladan,512,Syd Kidd,769,FO,,,1,,,0,,,,,,1032,10382,,,,1,
Martin Barnar,782,Syd Kidd,3,FO,,,2,,,0,,,,,,1032,10382,,,,1,
Garren Smudge,747,Big Tuna,2,FO,,,0,,,0,,,,,,1032,10383,,,,1,
Assassin Panda,756,Big Tuna,388,K,,,1,,,0,,,,,,1032,10383,,,,1,
Trey Rangers,250,Big Tuna,747,LGO,,,2,,,0,,,,,,1032,10383,,,,1,
Sevag Vapor,733,Syd Kidd,917,BB,,,0,,,0,,,,,,1032,10384,,,,1,
Lightning Balls,187,Syd Kidd,783,LGO,,,0,,,1,,,,,,1032,10384,,,,1,
BB Bambino Jr.,284,Syd Kidd,896,LGO,,,1,,,1,,,,,,1032,10384,,,,1,
Garrett Ipnov,418,Big Tuna,111,K,,,2,,,1,,,,,,1032,10384,,,,1,
S.K. Brettbug,200,Big Tuna,9,FO,,,0,,,0,,,,,,1032,10385,,,,1,
Rico Veringhipster,644,Big Tuna,300,PO,,,1,,,0,,,,,,1032,10385,,,,1,
Mason Spurs,,Einhorn,324,FO,,,2,,,0,,,,,,1032,10385,,,,1,
King Fielder,245,Einhorn,968,K,,,0,,,0,,,,,,1032,10386,,,,1,
Otis Nixon Sr.,500,Einhorn,315,FO,,,1,,,0,,,,,,1032,10386,,,,1,
Herrera O'Doubles,8,Darth Vader,85,1B,,,0,,,0,,,,,,1033,10387,,,,1,
Osmosis Jones,378,Darth Vader,651,FO,,,0,,,1,,,,,,1033,10387,,,,1,
Rusty LaRue,355,Darth Vader,734,K,,,1,,,1,,,,,,1033,10387,,,,1,
Bo Kinsella,555,Darth Vader,461,1B,,,2,,,0,,,,,,1033,10387,,,,1,
Humphrey Carter,430,Darth Vader,277,BB,,,2,,,1,,,,,,1033,10387,,,,1,
Nathaniel Booth,77,Darth Vader,87,HR,,,2,,,1,,,,,,1033,10387,,,,1,
Bo Kinsella,962,Darth Vader,598,CS,,,2,,,1,,,,,,1033,10387,,,,1,
Gene Hennig,723,Darth Vader,802,1B,,,2,,,4,,,,,,1033,10387,,,,1,
Mylo Grams,712,Darth Vader,628,1B,,,2,,,6,,,,,,1033,10387,,,,1,
Ricky Steele,900,Jay Bedia,901,HR,,,0,,,0,,,,,,1033,10388,,,,1,
Johnny Hopkins,588,Jay Bedia,845,FO,,,0,,,0,,,,,,1033,10388,,,,1,
Jameson Poe,417,Jay Bedia,374,2B,,,1,,,0,,,,,,1033,10388,,,,1,
Lance Lummox,99,Jay Bedia,345,FO,,,1,,,2,,,,,,1033,10388,,,,1,
Baxter Payne,869,Jay Bedia,215,K,,,2,,,2,,,,,,1033,10388,,,,1,
Chad Barrett,76,Darth Vader,121,2B,,,0,,,0,,,,,,1033,10389,,,,1,
Herrera O'Doubles,600,Darth Vader,656,1B,,,0,,,2,,,,,,1033,10389,,,,1,
Osmosis Jones,444,Darth Vader,207,FO,,,0,,,5,,,,,,1033,10389,,,,1,
Humphrey Carter,900,Darth Vader,877,3B,,,1,,,3,,,,,,1033,10389,,,,1,
Gene Hennig,231,Darth Vader,879,K,,,1,,,3,,,,,,1033,10389,,,,1,
Rusty LaRue,598,Darth Vader,486,1B,,,1,,,5,,,,,,1033,10389,,,,1,
Mylo Grams,207,Darth Vader,846,PO,,,2,,,3,,,,,,1033,10389,,,,1,
Cook Froster,536,Jay Bedia,504,2B,,,0,,,0,,,,,,1033,10390,,,,1,
Mike Anderson,788,Jay Bedia,500,FO,,,0,,,2,,,,,,1033,10390,,,,1,
Jimmy Johns,788,Jay Bedia,100,K,,,1,,,2,,,,,,1033,10390,,,,1,
Ricky Steele,721,Jay Bedia,367,K,,,2,,,1,,,,,,1033,10390,,,,1,
Splash Nelson,435,Jay Bedia,550,1B,,,2,,,2,,,,,,1033,10390,,,,1,
Nathaniel Booth,672,Darth Vader,188,LGO,,,0,,,0,,,,,,1033,10391,,,,1,
Bo Kinsella,202,Darth Vader,277,1B,,,1,,,0,,,,,,1033,10391,,,,1,
Chad Barrett,420,Darth Vader,614,FO,,,1,,,1,,,,,,1033,10391,,,,1,
Herrera O'Doubles,800,Darth Vader,218,LGO,,,2,,,1,,,,,,1033,10391,,,,1,
Johnny Hopkins,799,Jay Bedia,976,FO,,,0,,,0,,,,,,1033,10392,,,,1,
Jameson Poe,683,Jay Bedia,799,BB,,,1,,,0,,,,,,1033,10392,,,,1,
Lance Lummox,102,Jay Bedia,32,1B,,,1,,,1,,,,,,1033,10392,,,,1,
Baxter Payne,519,Jay Bedia,115,K,,,1,,,4,,,,,,1033,10392,,,,1,
Cook Froster,455,Jay Bedia,875,LGO,,,2,,,4,,,,,,1033,10392,,,,1,
Osmosis Jones,630,Darth Vader,344,FO,,,0,,,0,,,,,,1033,10393,,,,1,
Rusty LaRue,805,Darth Vader,403,K,,,1,,,0,,,,,,1033,10393,,,,1,
Humphrey Carter,206,Darth Vader,857,K,,,2,,,0,,,,,,1033,10393,,,,1,
Mike Anderson,222,Jay Bedia,711,LGO,,,0,,,0,,,,,,1033,10394,,,,1,
Jimmy Johns,435,Jay Bedia,712,FO,,,1,,,0,,,,,,1033,10394,,,,1,
Splash Nelson,257,Jay Bedia,450,BB,,,2,,,0,,,,,,1033,10394,,,,1,
Ricky Steele,301,Jay Bedia,121,BB,,,2,,,1,,,,,,1033,10394,,,,1,
Jameson Poe,687,Jay Bedia,856,FO,,,2,,,2,,,,,,1033,10394,,,,1,
Johnny Hopkins,280,Jay Bedia,175,1B,,,2,,,3,,,,,,1033,10394,,,,1,
Gene Hennig,857,Darth Vader,81,FO,,,0,,,0,,,,,,1033,10395,,,,1,
Mylo Grams,312,Darth Vader,332,3B,,,1,,,0,,,,,,1033,10395,,,,1,
Nathaniel Booth,77,Darth Vader,848,FO,,,1,,,3,,,,,,1033,10395,,,,1,
Bo Kinsella,669,Darth Vader,223,LGO,,,2,,,3,,,,,,1033,10395,,,,1,
Lance Lummox,621,Jay Bedia,899,FO,,,0,,,0,,,,,,1033,10396,,,,1,
Baxter Payne,212,Jay Bedia,755,LGO,,,1,,,0,,,,,,1033,10396,,,,1,
Cook Froster,25,Jay Bedia,83,1B,,,2,,,0,,,,,,1033,10396,,,,1,
Mike Anderson,622,Jay Bedia,266,K,,,2,,,1,,,,,,1033,10396,,,,1,
Chad Barrett,911,Darth Vader,999,1B,,,0,,,0,,,,,,1033,10397,,,,1,
Herrera O'Doubles,400,Darth Vader,999,DP,,,0,,,1,,,,,,1033,10397,,,,1,
Osmosis Jones,400,Darth Vader,667,FO,,,2,,,0,,,,,,1033,10397,,,,1,
Jimmy Johns,777,Jay Bedia,967,FO,,,0,,,0,,,,,,1033,10398,,,,1,
Splash Nelson,,Jay Bedia,,Auto K,,,1,,,0,,,,,,1033,10398,,,,1,
Ricky Steele,212,Jay Bedia,307,1B,,,2,,,0,,,,,,1033,10398,,,,1,
Johnny Hopkins,899,Jay Bedia,45,BB,,,2,,,1,,,,,,1033,10398,,,,1,
Jameson Poe,473,Jay Bedia,258,FO,,,2,,,4,,,,,,1033,10398,,,,1,
Victor Justice,387,Whitt Bass,978,LGO,,,0,,,0,,,,,,1034,10399,,,,1,
Twinkie Power,118,Whitt Bass,114,HR,,,1,,,0,,,,,,1034,10399,,,,1,
"Jake ""JP"" Panik",381,Whitt Bass,601,FO,,,1,,,0,,,,,,1034,10399,,,,1,
Hudson Quin,336,Whitt Bass,69,FO,,,2,,,0,,,,,,1034,10399,,,,1,
Jimbo Fishy,426,Tim Burr,100,LGO,,,0,,,0,,,,,,1034,10400,,,,1,
Triston Uzumaki,623,Tim Burr,100,LGO,,,1,,,0,,,,,,1034,10400,,,,1,
Jay Money,655,Tim Burr,844,FO,,,2,,,0,,,,,,1034,10400,,,,1,
Pete WheelerS2,890,Whitt Bass,844,2B,,,0,,,0,,,,,,1034,10401,,,,1,
C.W. Mitzel,626,Whitt Bass,690,1B,,,0,,,2,,,,,,1034,10401,,,,1,
Travis Hanky,233,Whitt Bass,965,K,,,0,,,5,,,,,,1034,10401,,,,1,
Shiny Tenson,291,Whitt Bass,88,FO,,,1,,,5,,,,,,1034,10401,,,,1,
Miguel Snow,300,Whitt Bass,640,K,,,2,,,5,,,,,,1034,10401,,,,1,
Buck Cheeks,898,Tim Burr,489,LGO,,,0,,,0,,,,,,1034,10402,,,,1,
Jasper Orbit,200,Tim Burr,989,FO,,,1,,,0,,,,,,1034,10402,,,,1,
Chester Facto,729,Tim Burr,405,LGO,,,2,,,0,,,,,,1034,10402,,,,1,
Victor Justice,412,Whitt Bass,98,K,,,0,,,0,,,,,,1034,10403,,,,1,
Twinkie Power,703,Whitt Bass,22,K,,,1,,,0,,,,,,1034,10403,,,,1,
"Jake ""JP"" Panik",905,Whitt Bass,549,K,,,2,,,0,,,,,,1034,10403,,,,1,
Jacques Blaque,572,Tim Burr,266,K,,,0,,,0,,,,,,1034,10404,,,,1,
Khalil Underscore,716,Tim Burr,924,FO,,,1,,,0,,,,,,1034,10404,,,,1,
Lemmy Fraser,,Tim Burr,,Auto K,,,2,,,0,,,,,,1034,10404,,,,1,
Hudson Quin,947,Whitt Bass,190,FO,,,0,,,0,,,,,,1034,10405,,,,1,
Pete WheelerS2,250,Whitt Bass,512,K,,,1,,,0,,,,,,1034,10405,,,,1,
C.W. Mitzel,591,Whitt Bass,94,LGO,,,2,,,0,,,,,,1034,10405,,,,1,
Jimbo Fishy,42,Tim Burr,913,BB,,,0,,,0,,,,,,1034,10406,,,,1,
Triston Uzumaki,420,Tim Burr,89,DP,,,0,,,1,,,,,,1034,10406,,,,1,
Jay Money,12,Tim Burr,910,1B,,,2,,,0,,,,,,1034,10406,,,,1,
Buck Cheeks,722,Tim Burr,269,LGO,,,2,,,1,,,,,,1034,10406,,,,1,
Travis Hanky,743,Whitt Bass,615,1B,,,0,,,0,,,,,,1034,10407,,,,1,
Shiny Tenson,399,Whitt Bass,460,1B,,,0,,,1,,,,,,1034,10407,,,,1,
Miguel Snow,419,Whitt Bass,960,DP,,,0,,,4,,,,,,1034,10407,,,,1,
Victor Justice,159,Whitt Bass,702,LGO,,,2,,,5,,,,,,1034,10407,,,,1,
Jasper Orbit,350,Tim Burr,513,BB,,,0,,,0,,,,,,1034,10408,,,,1,
Chester Facto,729,Tim Burr,478,K,,,0,,,1,,,,,,1034,10408,,,,1,
